,high,date
0,27.20362091064453,2015-09-16
1,27.28804588317871,2015-09-17
2,28.423093795776367,2015-09-18
3,28.282386779785156,2015-09-21
4,28.235483169555664,2015-09-22
5,28.13229751586914,2015-09-23
6,27.766454696655273,2015-09-24
7,27.28804588317871,2015-09-25
8,27.28804588317871,2015-09-29
9,27.07229232788086,2015-09-30
10,26.72521209716797,2015-10-01
11,26.546981811523438,2015-10-02
12,26.162378311157227,2015-10-05
13,25.70273208618164,2015-10-06
14,25.646448135375977,2015-10-07
15,25.599546432495117,2015-10-08
16,25.515121459960938,2015-10-12
17,25.505739212036133,2015-10-13
18,25.924455642700195,2015-10-14
19,26.872085571289062,2015-10-15
20,26.678691864013672,2015-10-16
21,26.291902542114258,2015-10-19
22,26.195207595825195,2015-10-20
23,26.108179092407227,2015-10-21
24,26.001813888549805,2015-10-22
25,26.108179092407227,2015-10-23
26,25.62469482421875,2015-10-26
27,24.938146591186523,2015-10-27
28,24.367633819580078,2015-10-28
29,24.261266708374023,2015-10-29
30,24.261266708374023,2015-10-30
31,24.309616088867188,2015-11-02
32,24.22258758544922,2015-11-03
33,24.22258758544922,2015-11-04
34,24.22258758544922,2015-11-05
35,24.212919235229492,2015-11-06
36,24.41598129272461,2015-11-09
37,24.193578720092773,2015-11-10
38,24.174240112304688,2015-11-11
39,24.0195255279541,2015-11-12
40,23.835800170898438,2015-11-13
41,23.729433059692383,2015-11-16
42,23.777782440185547,2015-11-17
43,24.270936965942383,2015-11-18
44,24.174240112304688,2015-11-19
45,26.872085571289062,2015-11-20
46,30.93335723876953,2015-11-23
47,30.93335723876953,2015-11-24
48,29.627948760986328,2015-11-25
49,31.706932067871094,2015-11-26
50,32.045372009277344,2015-11-27
51,33.360450744628906,2015-11-30
52,34.68519973754883,2015-12-01
53,32.1904182434082,2015-12-02
54,30.846330642700195,2015-12-03
55,31.851978302001953,2015-12-04
56,32.00669479370117,2015-12-07
57,31.997024536132812,2015-12-08
58,31.22344970703125,2015-12-09
59,29.00908851623535,2015-12-10
60,29.511911392211914,2015-12-11
61,35.4007568359375,2015-12-14
62,34.81090545654297,2015-12-15
63,33.843936920166016,2015-12-16
